Sentence,Error Type,Corrected Sentence
அவர்கள் பள்ளிக்கு படிக்கிறான்.,No Error,அவர்கள் பள்ளிக்கு படிக்கிறான்.
அவள் புத்தகத்தை சாப்பிடுகிறான்.,No Error,அவள் புத்தகத்தை சாப்பிடுகிறான்.
அவள் பள்ளிக்கு படிக்கிறாள்.,No Error,அவள் பள்ளிக்கு படிக்கிறாள்.
அவன் பள்ளிக்கு படிக்கிறான்.,No Error,அவன் பள்ளிக்கு படிக்கிறான்.
அவன் பழத்தை விளையாடுகிறோம்.,No Error,அவன் பழத்தை விளையாடுகிறோம்.
பார்வதி பாடத்தை செல்வேன்.,No Error,பார்வதி பாடத்தை செல்வேன்.
நாம் வீட்டில் படிக்கிறான்.,No Error,நாம் வீட்டில் படிக்கிறான்.
பார்வதி பழத்தை படிக்கிறான்.,No Error,பார்வதி பழத்தை படிக்கிறான்.
அவன் பள்ளிக்கு படிக்கிறாள்.,No Error,அவன் பள்ளிக்கு படிக்கிறாள்.
நாம் பாடத்தை விளையாடுகிறோம்.,No Error,நாம் பாடத்தை விளையாடுகிறோம்.
